RefSeq	Log2_FC	logCPM	LR	Pval	Padj	Chr	Strand	Start	End	Symbol	txLength	countLength	WL650_none_aortic_HAoEC_none_hsap_1487_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL647_none_aortic_HAoEC_none_hsap_2139_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL649_none_aortic_HAoEC_none_hsap_1487_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam	WL645_none_aortic_HAoEC_none_hsap_2139_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam
NM_000030	2.25624913255643e-16	-0.46263889223677	0	1	1	chr2	+	241808161	241818536	AGXT	10375	7614	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000031	-0.812079371622674	6.15134519758022	1.10290160866858	0.293630203240633	1	chr9	-	116148591	116163618	ALAD	15027	11491	6.19377148200062	6.74631368497281	5.62120413852551	5.69818788942792
NM_000032	2.25624913255643e-16	-0.46263889223677	0	1	1	chrX	-	55035487	55057497	ALAS2	22010	19872	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000033	-1.17442762245845	4.8873249586716	2.08971161015453	0.148294061725789	0.822605692834906	chrX	+	152990322	153010216	ABCD1	19894	16230	4.41386361457634	5.78331751141803	2.80284284392997	5.00658052898552
NM_000034	-0.097644774432257	9.99755262775895	0.0167887605623704	0.89690549267267	1	chr16	+	30064410	30081741	ALDOA	17331	13862	10.2625708250831	9.78881121713946	10.1602787365982	9.69582295758143
NM_000035	2.25624913255643e-16	-0.46263889223677	0	1	1	chr9	-	104182841	104198062	ALDOB	15221	12795	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000036	2.25624913255643e-16	-0.46263889223677	0	1	1	chr1	-	115215719	115238239	AMPD1	22520	20114	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000039	2.25624913255643e-16	-0.46263889223677	0	1	1	chr11	-	116706468	116708338	APOA1	1870	973	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000040	2.25624913255643e-16	-0.46263889223677	0	1	1	chr11	+	116700623	116703787	APOC3	3164	2606	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000041	2.25624913255643e-16	-0.46263889223677	0	1	1	chr19	+	45409038	45412650	APOE	3612	1771	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000042	2.25624913255643e-16	-0.46263889223677	0	1	1	chr17	-	64208146	64225556	APOH	17410	16209	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000044	-0.218160637464835	6.33706351757269	0.0816267062007316	0.775104933843933	1	chrX	+	66763873	66950461	AR	186588	173771	7.14560143091969	4.95998387887765	6.92799965558158	4.74167005840606
NM_000045	2.25624913255643e-16	-0.46263889223677	0	1	1	chr6	+	131894343	131905472	ARG1	11129	6220	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000046	0.604482185086425	6.14709609645571	0.608634102774857	0.435302558548242	1	chr5	-	78073036	78282357	ARSB	209321	202604	5.75328402515238	5.81823673594259	6.65973062485546	6.12089951825421
NM_000048	-0.0952050076862652	6.78030098872822	0.0157637356682536	0.900085202000314	1	chr7	+	65540775	65558329	ASL	17554	13212	6.6428186689805	6.97241259037812	6.52235652627968	6.90237622393063
NM_000051	-0.0717379556189785	4.87985365609664	0.00836019859970527	0.927147650146474	1	chr11	+	108093558	108239826	ATM	146268	123582	4.51653365249919	5.20395035287594	4.76454157451822	4.82026527550745
NM_000053	-1.49739953485176	4.4207629062558	2.73354294926783	0.0982610841084489	0.662936314915901	chr13	-	52506805	52585630	ATP7B	78825	67774	5.13229323002938	4.62734038536144	2.59927420487345	4.10157007317615
NM_000054	2.25624913255643e-16	-0.46263889223677	0	1	1	chrX	+	153170528	153172620	AVPR2	2092	361	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000055	2.25624913255643e-16	-0.46263889223677	0	1	1	chr3	-	165490691	165555253	BCHE	64562	62115	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000056	-0.286722845309758	5.17348475608013	0.138385899465551	0.709890948503021	1	chr6	+	80816343	81055987	BCKDHB	239644	235631	5.58628753795291	4.92836844916513	5.18445990920622	4.75773537400396
NM_000059	-0.466038927310755	5.6161675104781	0.342471085037522	0.558406325874736	1	chr13	+	32889616	32973809	BRCA2	84193	72799	5.91238605443076	5.57451140110195	5.94529053917362	4.60626964938283
NM_000062	-2.13224286033817	-0.286396401956135	1.12016829415854	0.289882218747723	1	chr11	+	57365026	57382326	SERPING1	17300	15302	-1.04761283822678	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000064	4.9577921104092	0.546254488098871	6.40797100341221	0.0113609164258886	0.153156216932313	chr19	-	6677845	6720662	C3	42817	35225	-3.46263706015573	-3.46263706015573	-3.46263706015573	1.47869832442845
NM_000067	2.25624913255643e-16	-0.46263889223677	0	1	1	chr8	+	86376130	86393721	CA2	17591	14470	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000069	2.25624913255643e-16	-0.46263889223677	0	1	1	chr1	-	201008639	201081694	CACNA1S	73055	66887	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000073	2.25624913255643e-16	-0.46263889223677	0	1	1	chr11	+	118215058	118224497	CD3G	9439	6575	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000074	2.25624913255643e-16	-0.46263889223677	0	1	1	chrX	+	135730335	135742549	CD40LG	12214	10381	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000075	0.279258418277773	6.11027605405499	0.124701581700364	0.723990150086903	1	chr12	-	58141509	58146230	CDK4	4721	2401	6.43569606987483	5.3778763713965	6.22755160598023	6.14552970151348
NM_000078	2.25624913255643e-16	-0.46263889223677	0	1	1	chr16	+	56995834	57017756	CETP	21922	20186	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000079	2.25624913255643e-16	-0.46263889223677	0	1	1	chr2	-	175612322	175629200	CHRNA1	16878	13340	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000080	1.58669678527253	4.24348637335005	1.68279283570414	0.194553763327836	0.94019822063899	chr17	-	4801063	4806369	CHRNE	5306	2737	-3.46263706015573	5.15014679104074	2.4855954667588	4.97943659832834
NM_000082	0.914140656955101	5.74540311252553	1.39901362866889	0.236888791153074	1	chr5	-	60169658	60240905	ERCC8	71247	66355	4.44022419985419	5.71083639471359	5.40373252330036	6.57529286190779
NM_000083	2.25624913255643e-16	-0.46263889223677	0	1	1	chr7	+	143013218	143049097	CLCN1	35879	32630	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000085	2.97537645131	-0.163648207368394	2.11193730217011	0.146154188117843	0.818094281611698	chr1	+	16370230	16383821	CLCNKB	13591	10606	-3.46263706015573	-3.46263706015573	-3.46263706015573	-0.535588561082909
NM_000087	-0.16454627098108	2.57040554893191	0.0202008581423607	0.886977540985071	1	chr4	-	47937993	48014961	CNGA1	76968	73947	-3.46263706015573	3.44428387480654	-3.46263706015573	3.27462320623709
NM_000088	2.42193058892465	-0.276289761218412	1.38864178784551	0.238634603084418	1	chr17	-	48261456	48279000	COL1A1	17544	10857	-3.46263706015573	-3.46263706015573	-0.86283855411519	-3.46263706015573
NM_000089	-0.0900697655874549	1.59292337946719	0.00450119316380193	0.946509312804158	1	chr7	+	94023872	94060544	COL1A2	36672	26772	2.48376582326504	-3.46263706015573	1.91226874853638	-1.35737326674335
NM_000090	3.41289707950683	1.06213167290042	4.91958484421436	0.0265538972292388	0.277667340355349	chr2	+	189839098	189877472	COL3A1	38374	26427	-1.04761283822678	-3.46263706015573	2.4855954667588	-3.46263706015573
NM_000091	2.25624913255643e-16	-0.46263889223677	0	1	1	chr2	+	228029280	228179508	COL4A3	150228	142131	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000092	2.25624913255643e-16	-0.46263889223677	0	1	1	chr2	-	227867426	228029275	COL4A4	161849	151433	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000093	0.0139155591722356	9.02375738721328	0.000340403832119307	0.985279836187048	1	chr9	+	137533650	137736688	COL5A1	203038	188111	9.08664996971308	8.9412626967104	9.0597156232417	8.99600287384148
NM_000094	5.759916088322	1.00899874612793	8.8819097931016	0.00288010110644622	0.0580216172784648	chr3	-	48601505	48632593	COL7A1	31088	21152	-3.46263706015573	-3.46263706015573	-3.46263706015573	2.2880827294268
NM_000095	2.25624913255643e-16	-0.46263889223677	0	1	1	chr19	-	18893582	18902114	COMP	8532	5821	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000096	2.25624913255643e-16	-0.46263889223677	0	1	1	chr3	-	148890289	148939832	CP	49543	42121	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000097	-0.908098192541473	2.43638214974722	0.823727003434696	0.364092726305703	1	chr3	-	98298289	98312455	CPOX	14166	8840	2.91816857851168	2.16218836999066	0.554042764281573	2.45502755866616
NM_000098	-0.831787063666334	4.34445805327867	1.09809769785011	0.294683959425264	1	chr1	+	53662100	53679869	CPT2	17769	14669	4.2144790229665	4.95998387887765	3.21318438980454	4.29010936144225
NM_000100	-0.0257446957344062	7.47420111852386	0.00113741862286076	0.973095934852346	1	chr21	-	45193545	45196256	CSTB	2711	1771	7.56340890289577	7.354851896129	7.78456025206285	7.0821819723606
NM_000101	6.1454649027396	1.26406713411082	10.2938011886235	0.00133477841847804	0.0343328050050489	chr16	-	88709696	88717492	CYBA	7796	1969	-3.46263706015573	-3.46263706015573	-3.46263706015573	2.67400651369159
NM_000102	2.25624913255643e-16	-0.46263889223677	0	1	1	chr10	-	104590287	104597290	CYP17A1	7003	3709	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000104	2.25624913255643e-16	-0.46263889223677	0	1	1	chr2	-	38294745	38303323	CYP1B1	8578	3424	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000107	0.513323232655953	6.91189480686531	0.437218689934461	0.508467939132477	1	chr11	+	47236492	47260769	DDB2	24277	18676	6.02986747729752	7.11965312763753	6.90607357287608	7.27311047662404
NM_000109	0.0554052974840953	7.02211574448417	0.00508906932920183	0.943128980854793	1	chrX	-	31137344	33357726	DMD	2220382	2190687	6.82890105735544	7.11614947366211	7.27879841720239	6.77792975681237
NM_000110	-0.0393709267993475	8.06712455412092	0.00267175294050048	0.958776500560331	1	chr1	-	97543299	98386615	DPYD	843316	836891	7.94106879055575	8.17917717001725	7.67213364473792	8.36864997509573
NM_000111	-1.97062026845757	0.560791614399947	1.61533956045603	0.203742845773951	0.963429166970613	chr7	-	107405911	107443678	SLC26A3	37767	33421	1.50697347096566	-3.46263706015573	-3.46263706015573	-1.35737326674335
NM_000112	0.946839406950962	4.25730733149978	1.42061699133662	0.233301876034296	1	chr5	+	149340299	149366963	SLC26A2	26664	18587	4.08681050520498	3.14749528396537	4.85887273668496	4.26784606124493
NM_000113	-1.58127368333295	4.23980031133615	2.37105216909448	0.123603717893557	0.75175589858907	chr9	-	132575220	132586441	TOR1A	11221	7910	5.21095017166189	4.05481670856372	2.07832557380378	3.91360306289983
NM_000115	-6.74026718998068	1.53014945608938	12.4986842927232	0.00040723871772213	0.0175978030895675	chr13	-	78469615	78549664	EDNRB	80049	74599	-3.46263706015573	3.09150236114573	-3.46263706015573	-3.46263706015573
NM_000117	-0.425349373607272	6.08650167335204	0.263534171048647	0.607702462239657	1	chrX	+	153607596	153609883	EMD	2287	948	6.1141458624554	6.2412970709091	4.94741274094241	6.54321156473635
NM_000118	-0.437268977895068	9.85852108608422	0.331667698791051	0.56467873280676	1	chr9	-	130577290	130617052	ENG	39762	35286	10.061806693723	10.0470448427028	9.80574061924868	9.42864498254233
NM_000119	2.25624913255643e-16	-0.46263889223677	0	1	1	chr15	-	43489425	43513323	EPB42	23898	21198	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000121	-1.06222041811493	4.61638396920943	1.79158416082775	0.180733267815185	0.904564423795439	chr19	-	11487880	11495018	EPOR	7138	3483	4.61238005078077	5.34233113779513	3.79343560192535	4.0503169429597
NM_000122	0.500351962094327	5.68133683306727	0.424819141459865	0.514542128946165	1	chr2	-	128014865	128051752	ERCC3	36887	25683	5.45023596860661	5.31813826226424	6.07868586551391	5.68983907064865
NM_000124	-0.551101375734368	6.50631187752329	0.521734922196246	0.470102550442174	1	chr10	-	50662525	50747169	ERCC6	84644	47162	6.13042644777542	7.18465517652548	5.63460003668209	6.57981821842697
NM_000126	0.0792866542491135	6.32663312592457	0.0107621712184667	0.917374980152755	1	chr15	-	76508628	76603810	ETFA	95182	92964	6.29834371298996	6.23484980576229	6.5649593986343	6.12709659751476
NM_000127	0.575214786485076	9.31821698584848	0.575048717277625	0.448259636382374	1	chr8	-	118811601	119124058	EXT1	312457	291913	9.16875104977715	8.82374372124508	9.61364500193784	9.52917113822786
NM_000128	2.25624913255643e-16	-0.46263889223677	0	1	1	chr4	+	187187117	187210835	F11	23718	19348	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000129	2.25624913255643e-16	-0.46263889223677	0	1	1	chr6	-	6144310	6320924	F13A1	176614	172727	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000130	-5.38991983920547	0.980029609945508	7.82811342219955	0.00514397623664406	0.0842783215643532	chr1	-	169481191	169555769	F5	74578	65399	2.37864913747964	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000132	-0.0128988774636931	3.99309776272354	0.000136173015980567	0.990689441499286	1	chrX	-	154064063	154250998	F8	186935	172882	5.0318689268879	1.79242130281471	4.2415626454255	2.67400651369159
NM_000133	2.25624913255643e-16	-0.46263889223677	0	1	1	chrX	+	138612894	138645617	F9	32723	29916	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000134	2.25624913255643e-16	-0.46263889223677	0	1	1	chr4	-	120238404	120243316	FABP2	4912	2663	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000135	-0.0171787996171666	6.28141628181628	0.000508634237039729	0.982006898015966	1	chr16	-	89803958	89883065	FANCA	79107	71811	5.43720702622521	6.7688022155745	5.30665097304741	6.86207514340582
NM_000136	0.49136869959287	5.93429410176417	0.412558258816089	0.520673881964853	1	chr9	-	97861335	98079991	FANCC	218656	207029	5.62126911213155	5.68268881505236	6.20976202377911	6.07675821345669
NM_000137	-9.61721036461461	4.18907960964768	38.7960734462488	4.70473287071591e-10	2.03303269175811e-06	chr15	+	80445232	80478924	FAH	33692	28209	4.99677826353511	5.25581930876041	-3.46263706015573	-3.46263706015573
NM_000138	0.251774023817282	8.29182361517435	0.109579370753252	0.740623525229156	1	chr15	-	48700502	48937985	FBN1	237483	220102	8.15113606816003	8.14863450218571	8.1994493652748	8.60344808748079
NM_000139	2.25624913255643e-16	-0.46263889223677	0	1	1	chr11	+	59856136	59865940	MS4A2	9804	5751	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000140	-0.340022723152957	5.05961162716302	0.183625887689384	0.668275550590187	1	chr18	-	55212072	55253969	FECH	41897	34523	4.27431226924001	5.8268360609445	4.34297050183111	5.09775357009741
NM_000143	-0.149483830068529	5.60025361719999	0.0351340485383176	0.851315046054196	1	chr1	-	241660856	241683085	FH	22229	20361	5.31432790873986	5.94213592157116	5.68697337828427	5.27564637597437
NM_000145	2.25624913255643e-16	-0.46263889223677	0	1	1	chr2	-	49189295	49381666	FSHR	192371	189189	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000146	0.172584683585381	6.90048765124936	0.0509378898627588	0.821439238508512	1	chr19	+	49468565	49470136	FTL	1571	159	7.28302093199278	6.19554918065332	7.22224859700648	6.60223449588387
NM_000147	2.42193058892465	-0.276289761218412	1.38864178784551	0.238634603084418	1	chr1	-	24171571	24194859	FUCA1	23288	20935	-3.46263706015573	-3.46263706015573	-0.86283855411519	-3.46263706015573
NM_000148	0.811726960195133	3.96374449999933	1.01581927504327	0.313512745651599	1	chr19	-	49251267	49258647	FUT1	7380	3037	4.01847337967323	2.70041374677381	4.55507887791347	3.79406373632827
NM_000150	2.25624913255643e-16	-0.46263889223677	0	1	1	chr19	-	5830636	5839742	FUT6	9106	4256	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000151	-2.3934531827301	-0.296640533927871	1.35472735160081	0.244453371985441	1	chr17	+	41052813	41066450	G6PC	13637	9476	-3.46263706015573	-1.2242082100339	-3.46263706015573	-3.46263706015573
NM_000152	0.829449423195429	4.79725126352876	1.10526855135256	0.293112777962816	1	chr17	+	78075354	78093679	GAA	18325	13708	3.12730994988728	4.92836844916513	3.97289706956792	5.7392222896853
NM_000154	-1.48688727110022	3.65155609205241	0.685070024727974	0.407846327276239	1	chr17	-	73754017	73761280	GALK1	7263	5508	4.56525265765405	2.54231573631424	-0.86283855411519	4.12652961851607
NM_000155	-3.3011603837394	4.47223434959117	8.87491709949787	0.00289115369945222	0.0581088275523623	chr9	+	34646585	34650595	GALT	4010	702	5.35646127017364	5.09425869967581	0.0129717568137732	3.31860749454948
NM_000156	-0.310242741350712	4.35236031465931	0.125296192002967	0.723359851122226	1	chr19	-	1397024	1401569	GAMT	4545	2298	4.54109879700234	4.19426510816578	3.28290161768992	4.78933907293713
NM_000158	0.00427808550061498	8.80667366861842	3.20243974982759e-05	0.995484787157158	1	chr3	-	81538849	81810950	GBE1	272101	268881	9.10014551336386	8.45772311821065	8.96744988798374	8.59899636150577
NM_000159	-0.159956577240919	4.60221381669846	0.0333773905296404	0.855037494840003	1	chr19	+	13001942	13010813	GCDH	8871	6331	4.46611176076931	4.56702574511387	5.25554515328867	3.44304492432791
NM_000160	5.85087656783063	1.06394082049294	9.42878371535561	0.00213605913261363	0.0474628143485726	chr17	+	79762007	79771889	GCGR	9882	7162	-3.46263706015573	-3.46263706015573	-3.46263706015573	2.37396859933724
NM_000161	2.26826749137153	3.45171015734429	5.76276346884584	0.0163693066671689	0.197035839653213	chr14	-	55308723	55369542	GCH1	60819	57688	2.84112755350425	0.526076293738954	4.16976758428886	3.88463392480367
NM_000162	2.25624913255643e-16	-0.46263889223677	0	1	1	chr7	-	44183869	44229022	GCK	45153	42077	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000163	-3.62571892516735	4.09008986913746	15.419267603829	8.61058561611724e-05	0.00605285196504783	chr5	+	42423876	42721980	GHR	298104	291366	4.44022419985419	5.26850031653948	0.554042764281573	1.88194898702365
NM_000164	3.48504887311292	-0.0361132144350836	2.94101445054638	0.0863564820921999	0.617237273895446	chr19	+	46171501	46185717	GIPR	14216	12014	-3.46263706015573	-3.46263706015573	-3.46263706015573	-0.0152836450845691
NM_000165	0.0613511522437443	6.10294074297599	0.00488407690995984	0.944284260085296	1	chr6	+	121756722	121770890	GJA1	14168	10999	5.0829547042902	6.77770038376809	6.16430403138845	5.83318973161004
NM_000168	-0.00836517773374482	7.03364464232762	7.03040499558938e-05	0.993310014990171	1	chr7	-	42000547	42276618	GLI3	276071	266193	6.04712162521641	7.67125818421428	7.45525073914412	6.25144033429321
NM_000169	-0.0635051265164662	4.63250898623742	0.00449692297152637	0.946534653570905	1	chrX	-	100652778	100663001	GLA	10223	8280	5.22617973656597	3.76380552263628	3.930080872329	4.92356683824674
NM_000170	0.603468928623966	4.66711306254321	0.527313782606806	0.467738395533799	1	chr9	-	6532463	6645692	GLDC	113229	108812	4.11980232884359	4.34555317051214	5.40373252330036	4.26784606124493
NM_000171	2.97537645131	-0.163648207368394	2.11193730217011	0.146154188117843	0.818094281611698	chr5	-	151202073	151304397	GLRA1	102324	99855	-3.46263706015573	-3.46263706015573	-3.46263706015573	-0.535588561082909
NM_000173	2.25624913255643e-16	-0.46263889223677	0	1	1	chr17	+	4835591	4838325	GP1BA	2734	233	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000174	2.25624913255643e-16	-0.46263889223677	0	1	1	chr3	+	128779609	128781254	GP9	1645	751	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000178	0.0316309687382217	4.1470349624569	0.00136286997555679	0.970551130016531	1	chr20	-	33516235	33543601	GSS	27366	24626	2.91816857851168	4.87960703560859	3.930080872329	3.99717571352648
NM_000179	-2.12259477730342	4.4236937223619	5.49508967904937	0.0190699496853953	0.221454763160406	chr2	+	48010220	48034092	MSH6	23872	19190	4.35965193419764	5.42394742718832	1.25490764470366	4.10157007317615
NM_000180	2.25624913255643e-16	-0.46263889223677	0	1	1	chr17	+	7905987	7923658	GUCY2D	17671	14048	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000182	-0.0613406613843829	6.57475678569471	0.00640759982255901	0.936199489702075	1	chr2	-	26413503	26467594	HADHA	54091	48247	6.78329539095197	6.39377039440773	6.47845720729008	6.57529286190779
NM_000183	-0.101248448886451	5.95484110060072	0.0174780697876322	0.894822422323835	1	chr2	+	26467615	26513333	HADHB	45718	42441	5.82505900416899	6.11358256363011	5.55229281559866	6.18170405720314
NM_000184	2.25624913255643e-16	-0.46263889223677	0	1	1	chr11	-	5274420	5276011	HBG2	1591	1008	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000185	-1.16644973538234	3.44455937311848	2.01189520572687	0.156070246338959	0.839615038973056	chr22	+	21128382	21142008	SERPIND1	13626	11289	4.05304652605485	3.53103935409398	3.06274831313762	2.19675847788117
NM_000186	-0.0506199200868333	5.95564480321536	0.00417180635556136	0.948500827501894	1	chr1	+	196621007	196716634	CFH	95627	83614	5.95871020010993	5.91819272991098	5.47992405886968	6.29061557492709
NM_000187	2.25624913255643e-16	-0.46263889223677	0	1	1	chr3	-	120347014	120401418	HGD	54404	51208	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000189	0.772462135253719	4.90657704911258	0.639135660562321	0.424023960378609	1	chr2	+	75059781	75120481	HK2	60700	51255	2.99130327344886	5.45756020823312	5.10968976647946	4.95177215269781
NM_000190	-0.486823493421238	4.23756751219293	0.16984945946438	0.680245632464353	1	chr11	+	118955586	118964259	HMBS	8673	6116	5.16427243363395	3.03324822204354	2.70464606863259	4.47638114983344
NM_000191	-0.0918077990542538	6.09453449498771	0.0137701445075322	0.906585668819826	1	chr1	-	24128366	24151949	HMGCL	23583	21143	6.24700486615975	5.97345431944589	5.73751185570521	6.29612619942556
NM_000192	2.25624913255643e-16	-0.46263889223677	0	1	1	chr12	-	114791734	114846247	TBX5	54513	49133	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000193	2.25624913255643e-16	-0.46263889223677	0	1	1	chr7	-	155595557	155604967	SHH	9410	7250	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000194	0.491515316703144	4.44896725467181	0.316771976425567	0.573554057474219	1	chrX	+	133594174	133634698	HPRT1	40524	38872	3.36601217054275	4.7408943827239	4.78870887764285	4.33363105151594
NM_000195	-0.84584472874192	7.29313455431533	1.21264335695657	0.270809242985555	1	chr10	-	100175954	100206704	HPS1	30750	25234	7.62215499380125	7.66167641540902	6.55794571332285	7.03352562860724
NM_000196	2.25624913255643e-16	-0.46263889223677	0	1	1	chr16	+	67465035	67471454	HSD11B2	6419	2197	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000197	0.213015770567061	1.91308694544367	0.00967189480743613	0.921657717621045	1	chr9	-	98997588	99064434	HSD17B3	66846	65692	-3.46263706015573	2.62352930884975	2.59927420487345	-1.35737326674335
NM_000199	-0.242779234072644	6.22196002500664	0.0981309245823603	0.754084232113649	1	chr17	-	78183078	78194199	SGSH	11121	5444	6.30553094199033	6.31037812314923	5.72504223964813	6.40213643863542
NM_000200	2.25624913255643e-16	-0.46263889223677	0	1	1	chr4	+	70894129	70902255	HTN3	8126	7548	-3.46263706015573	-3.46263706015573	-3.46263706015573	-3.46263706015573
NM_000201	4.7986689756893	9.65487640127944	27.0121498628008	2.02180618273779e-07	0.000112644250459585	chr19	+	10381516	10397291	ICAM1	15775	12527	5.04909929701171	6.52109969659094	10.4143903142585	10.7584653686848
NM_000202	-0.049355783159246	6.74444857532822	0.00411283813563301	0.9488655893499	1	chrX	-	148560294	148586884	IDS	26590	19673	6.90184608950774	6.60348269606648	6.55089776422487	6.85462516714087
NM_000203	-0.0334063133096903	6.04446715982485	0.0014738214435539	0.969376429243042	1	chr4	+	980784	998345	IDUA	17561	9493	5.75328402515238	6.10653707041782	6.7175238304603	5.07228671844095
NM_000204	-0.0558198663147821	2.54155221515239	0.00419963447524374	0.948329589361022	1	chr4	-	110661847	110723335	CFI	61488	58404	2.14220899241552	2.62352930884975	2.4855954667588	2.19675847788117
